Nombre,Direccion,Localidad,Pais,Latitud,Longitud,OK
PIPLANT,RICHT MILLER Nº12,SANTAMARIA DEL CAMÍ,ESPAÑA,39.6600439,2.7688325,SI
PIROFANTASIA LUCENA,"PLAZA DE LA BARRERA, 36",LUCENA,ESPAÑA,37.4065535,-4.4823601,SI
PISTILOS FLOR,"C/ CRUZ BLANCA, Nº1 - BAJO",VIGO,ESPAÑA,42.2307491,-8.7037686,SI
PISTILOS FLOR (NO USAR),"C/ CRUZ BLANCA, 1 - BAJO",VIGO,ESPAÑA,42.2309326,-8.7035268,SI
PITANGA,"RUA LIRIO, 16 ESQ.CON RUA SOL, Nº 2",CANGAS DO MORRAZO,ESPAÑA,42.2641206,-8.7836318,SI
PLANETA GOLOSO,"AVDA. LAMINACION, 13POL.IND. BANKUNION, 2B",GIJON,ESPAÑA,43.5300172,-5.712099299999999,SI
PLANTA E FLOR LILO,"AVDA DR. MARTINEZ PARDO, 21",TEIXEIRO,ESPAÑA,43.1401159,-8.0365675,SI
PLANTA LIVRE,ESTRADA DO TELHAL 13RECOVEIRO,MEM MARTINS,PORTUGAL,38.8056493,-9.3084928,SI
PLANTA LOCA SHOP,"C/ALBORA, 4 A- 45 BAJO IZQ.",VALENCIA,ESPAÑA,39.4564911,-0.6408263,SI
PLANTALAN,C/Bueno Monreal 1 A bajo,VITORIA,ESPAÑA,42.85040619999999,-2.6702911,SI
PLANTARIUN CENTER,"CTRA. DE REUS A CAMBRILS, KM.4,5",RIUDOMS,ESPAÑA,41.110472,1.0895787,SI
PLANTAS A LAGOA,"RUA ALEJANDRO CERECEDO, 8 - BAJO 32",VILAGARCIA DE AROUSA,ESPAÑA,42.5929796,-8.766423,SI
PLANTAS BADA,"CAMÍ DEL CRIST, 12",VILASSAR DE MAR,ESPAÑA,41.5017097,2.3734952,SI
PLANTAS BELVIS,"AVDA. DE LASD AMERICAS, Nº4 NAVE 5",COSLADA,ESPAÑA,40.4345022,-3.5304496,SI
PLANTAS CSI,"RUA DO CARMO, 171 BAIRRO DO MOINHO",SAO DOMINGO DE RANA,PORTUGAL,38.7205801,-9.3418271,SI
PLANTAS DA FONTE,"QUINTA DA FREIRIA RUA DO MONTINHO, Nº905",PORTUGAL,PORTUGAL,38.5435773,-8.8155216,SI
PLANTAS DE LEVANTE,"PARAJE  EL TOMILLAR, S/N",EL EJIDO,ESPAÑA,36.7856149,-2.7923306,SI
PLANTAS DE PIADELA,"JUANA DE VEGA,29-31 3º",LA CORUÑA,ESPAÑA,43.3674314,-8.406277,SI
PLANTAS DEL EO,FINCA RIUFELLE,CASTRAPOL,ESPAÑA,43.4729751,-6.974603999999999,SI
PLANTAS DO NORTE,"RUA CONEGO AVELINO JESUS COSTABLOCO D, LOJA 31",PONTE DA BARCA,PORTUGAL,41.8010556,-8.3410206,SI
PLANTAS DO SINO,"RUA DO ROMANÇO, Nº39",SANDE VILANOVA,PORTUGAL,41.4672716,-8.3470649,SI
PLANTAS SALA,"POLIGONO K,66",SAN JUAN DE ALICANTE,ESPAÑA,38.401717,-0.4356604,SI
PLANTAS SEMILLAS Y FLORES MIKEL ZUAZUA,"C/. RONDA, 22",BILBAO,ESPAÑA,43.2568058,-2.9220165,SI
PLANTAS TORRES CACTUS Y GRASAS,"CTRA.DE TERRASA A MATARO, Nº4",SANTA EULALIA DE RONCANA,ESPAÑA,41.6366078,2.2040666,SI
PLANTAS VILLOR,"C/ SANTA SUSANA, Nº1 - ENTRESUELO E",OVIEDO,ESPAÑA,43.3596666,-5.8505485,SI
PLANTAS VILLOR,"LUGAR SANTA ROSA, KM.0FONCIELLO",LLANERA,ESPAÑA,43.4325996,-5.805673,SI
PLANTAS Y VERDURAS FINA,"REBOREDO, 12",CARRAL,ESPAÑA,43.2284585,-8.3514949,SI
PLANTATE SC,RUA SERRA 5 LOCAL 13-15 EXTMERCANDO MUNICIPAL DE PONTEVEDRA,PONTEVEDRA,ESPAÑA,42.43431340000001,-8.643516,SI
PLANTAVEN,ESTRADA NACI.Nº235-OIA,OLIVEIRA BAIRRO,PORTUGAL,40.530151,-8.5611142,SI
PLANTES I FLORS BOSCH,"CAMINO DE CAN CORBERA, 48",LES FONTS,ESPAÑA,41.5236051,2.0401312,SI
PLANTES STIL VERD.,"CARRETERA DE BARCELONA, 64",MATARO,ESPAÑA,41.5264153,2.4301426,SI
PLANTES VEGA,"MERCA BARNAFLOR, 328SANT BOI DE LLOBREGAT",CATALUÑA,ESPAÑA,41.345882,2.0350762,SI
PLANTIMEX,KEIZERSHOEK 315,KONTICH,BELGICA,51.12298260000001,4.4104219,SI
PLANTOVAL,"C/.EULOGIO FERNANDEZ, 19",BARCO DE VALDEORRAS (O),ESPAÑA,42.4172336,-6.9880154,SI
PLANTUKAS,BARRO JAIN NUM 66,SAN FELICES DE BUELNA,ESPAÑA,43.2664832,-4.0507262,SI
PLANTVERSA GRANADA,"AVDA. VIRGEN DEL ROCIO ESCALERA, 1 LOCAL 20",MARBELLA,ESPAÑA,36.4815973,-4.9947494,SI
PLANT´ART ATELIER DE DESING FLORAL,"RUA DA IGREJA, 250",BALTAR,PORTUGAL,41.1851572,-8.3762286,SI
PLAYA BANANO,"CAN CABANYES, 71",GRANOLLERS,ESPAÑA,41.5699415,2.267282,SI
POINT VERT,"RUE DES GRANDS PRÉS, 34",conthey,SUIZA,46.22505,7.301521199999999,SI
POLIANTA,"PLAZA GENERAL SANTOCILOPES, 21",ASTORGA,ESPAÑA,42.4550572,-6.0529746,SI
POMBALVERDE PRODUÇAO E COMERCIALIZAÇAO DE PLANTAS,"RUA PRINCIPAL, Nº10 BONITOS",LEIRIA,PORTUGAL,39.9948099,-8.7049789,SI
PONTEGLOBAL,"C/JOAQUIN LÓRIGA, 22-ENTRESUELO",VIGO,ESPAÑA,42.2336582,-8.721612799999999,SI
POUSO,CALEIRO,VILANOVA DE AROUSA,ESPAÑA,42.5632355,-8.8179893,SI
POVEDA ARTE FLORAL,"C/. PIRITA, 69",VALLADOLID,ESPAÑA,41.6195439,-4.7025795,SI
PP,"AVDA.REINA VICTORIA, 9-2º",PONTEVEDRA,ESPAÑA,42.4287668,-8.647423,SI
PRADO PLANTEL,CTRA. CORIA A CACERES KM 3800,CORIA,ESPAÑA,39.9880324,-6.536978599999999,SI
PRADOPLANT,"AVDA. GALICIA, 184",FUENTES NUEVAS,ESPAÑA,37.7197048,-2.4077492,SI
PRATA FLOWERS,RUA PAZ S/N GALEGOS,GUARDA,PORTUGAL,40.5322695,-7.2337588,SI
PRATA FLOWERS,"RUA DR. FRANCISCO PISSARRA DE MATOS, N7 RCH/DTO",GUARDA,PORTUGAL,40.5280302,-7.2651028,SI
PRESTO Y FONTAN,"C/.DOCTOR BATALLAN, 10-BAJO",MORAÑA,ESPAÑA,42.5906873,-8.591889199999999,SI
PREZERO ESPAÑA,"C/. ALBARRACIN,44",MADRID,ESPAÑA,40.432625,-3.6318441,SI
PREZERO JARDINERIA SL,"C/.ALBARRACIN, Nº44",MADRID,ESPAÑA,40.4348354,-3.632784,SI
PRIMAVERA PLANTAS,"AV. VASCO DA GAMA, 2247",VILA NOVA DE GAIA,PORTUGAL,41.1143385,-8.5833418,SI
PRINCESS JARDINEROS,"NACIONAL, 120 - PICOTO - AREAS",PONTEAREAS,ESPAÑA,42.1766149,-8.501532,SI
PRISPAL,"CAMINO VIEJO DE SIMANCAS, KM 3.2",VALLADOLID,ESPAÑA,41.6201949,-4.7580742,SI
PROFLOR,CAMINO BAJO S/N,ARMILLA,ESPAÑA,37.1502573,-3.6213461,SI
PROFLOR FLORES NATURALES,"CAMINO BAJO ARMILLA, S/N",ARMILLA,ESPAÑA,37.1477615,-3.6220296,SI
PROGANDO,C/ POLIG. IND. SABON - PARCELA 7 A,ARTEIXO,ESPAÑA,43.303707,-8.5102275,SI
PROMOCIONES EURO-RUXIMAR,"CALLE VENTURA MISA, 35",BAIONA,ESPAÑA,42.1191655,-8.8486969,SI
PROMOCIONES SANXENXO,RUA MADRID 64-66 BAJO,SANXENXO,ESPAÑA,42.4012889,-8.8011445,SI
PROTECCION CIVIL,"PLAZA DO SEIXO, S/N",TOMIÑO,ESPAÑA,41.991444,-8.74353,SI
PROYECTA PAISAJE,"LUGAR DE SAA, 5",A PEROXA,ESPAÑA,42.4647182,-7.844444900000001,SI
"PROYECTOS, SOLUCIONES E INSTALACIONES GALICIA (PSI)","POLIGONO INDUSTRIAL DOS AIRÍOSSECTOR, 2 PARC.Nº18",PONTES DE GARCIA RODRIGUEZ,ESPAÑA,43.4286944,-7.8540543,SI
PRUNUS XARDINS,"BEMBRIBE DE CHANS, 18",VIGO,ESPAÑA,42.1985901,-8.677999,SI
PUBLINOR EVENTOS,"C/GENERAL VIVES, Nº3 - BAJO",PONFERRADA,ESPAÑA,42.5484553,-6.5887009,SI
PURIFICACION FREIRIA,"MOSENDE FOLON, 3ºA","PORRIÑO, (O)",ESPAÑA,42.116556,-8.6511269,SI
Q GARDEN AGROIRIS,"EN125, VALE DE IGREJAODIAXERE-LAGOS",FARO,PORTUGAL,37.0419958,-7.934393,SI
QUALITAS OSI,"CARRER MIGUEL ADLERT NOGUEROL, 9",VALENCIA,ESPAÑA,39.5107076,-0.450862,SI
QUALITY FLOR UNIPESONAL,"BARROCA, RUBIAIS - RODICIO",PAREDES DE COURA,PORTUGAL,41.9057021,-8.6134082,SI
QUATTRO PLANT,"LEGMEERDIJK, 313",LOCATIE 097-99,PAISES BAJOS (HOLANDA),52.2602935,4.7837608,SI
QUILLS LANGUAGE SERVICES,SAN BLAS Nº8 BMAÑUFE,GONDOMAR,ESPAÑA,42.1009698,-8.7741357,SI
QUINTA DA TORRE,"RUA JOSE ANTONIO SERRANO, 5",LISBOA,PORTUGAL,38.7171204,-9.1364394,SI
QUINTA ESENCIA,"ADOLFO SUÁREZ, Nº26",EL CASAR DE ESCALONA,ESPAÑA,40.0428375,-4.5237943,SI
QUINTA LAGOA DO CALVO PLANTAS ORNAMENTAIS LDA,"RUA DO JOAO DA COSTA, C.C.I. Nº 1929",POÇEIRAO,PORTUGAL,38.6558506,-8.7330934,SI
QUINTA PLANTA,"C/MAYOR 4, 28792",MIRAFLORES DE LA SIERRA,ESPAÑA,40.8132264,-3.7660304,SI
QUIROGA FLOR,"C/ PEREIRO, 32",QUIROGA,ESPAÑA,42.4730175,-7.269127999999999,SI
QUIROGA FLOR (NO USAR),"C/.PEREIRO, S/N",QUIROGA,ESPAÑA,42.4732896,-7.2694105,SI
R.T.V.,"CARRASQUEDO DE ABAJO, Nº21",VILLAZA-GONDOMAR,ESPAÑA,42.1229092,-8.7587411,SI
RABADAN Y CALLEJA,"ANTIGUA CTRA. MADRID, KM.177",BOECILLO,ESPAÑA,41.5415157,-4.7005972,SI
RABEL (LUGO),"C/.RIO LOR, 23",LUGO,ESPAÑA,42.56921320334089,-7.200918821740126,SI
RACHELANDCO,"CTRA SAN AGUSTIN, 2",LA MOJONERA,ESPAÑA,36.7484223,-2.6954082,SI
RAFAEL ALVAREZ,"PAZO, 6B-BARRANTES",TOMIÑO,ESPAÑA,42.0101987,-8.7135673,SI
RAICES,"C/.ANA MARIA, 19",GIJON,ESPAÑA,43.52692529999999,-5.6668397,SI
RAICES DE GALICIA (NO USAR),"C/.BARCELONA, 31",VIGO,ESPAÑA,42.24059889999999,-8.7207268,SI
RAJORSA- SOAGA,"POLIG.IND.DE VILANOVA, 1-PARC.4BAION",VILANOVA DE AROUSA,ESPAÑA,42.5627589,-8.8274228,SI
RAKEL ARTE FLORAL,"AVDA. LEON, 27",TORDESILLAS,ESPAÑA,41.5050923,-4.9995597,SI
RAMON AGRASAR,"CARREIRAS, Nº21",PONTECESURES,ESPAÑA,42.7163475,-8.6462136,SI
RAQUEL ESPARTEIRO,PRACETA SIMOES ALMEIDA JUNIOR N4 CAVE ESQUERDA,QUELUZ,ESPAÑA,38.7568625,-9.2677912,SI
RAQUEL SEIJIDO,"C/VERXELES, 5",VIVEIRO,ESPAÑA,43.65639789999999,-7.5991085,SI
RAZÃO RADICAL LDA,RUA AUGUSTO MARIA FRANCO Nº9RAMALHAL,TORRES VEDRAS,PORTUGAL,39.1445795,-9.2331841,SI
REAL COFRADIA VIRGEN DE LA GUIA,PLAZA VIRGEN DE LA GUIA 17,ZAMORA,ESPAÑA,41.492841,-5.7464666,SI
REAL MONTEALEGRE CLUB DE GOLF,LUGAR CAMPO DE GOLF S/N,OURENSE,ESPAÑA,42.1414599,-7.6114217,SI
REBECA SENRA,"CAMPOS DE MIRABEL, Nº 6 BAJO A",TEO,ESPAÑA,42.8310105,-8.5926172,SI
REBOLLEDO S.A.,C/ ARCHIVO DE SIMANCAS 3,SANTANDER,ESPAÑA,43.4616084,-3.8252025,SI
RECORIO ESTUDIO,Avenida Covadonga 18 RECORIO ESTUDIO,CANGAS DE ONIS,ESPAÑA,43.35097469999999,-5.127869,SI
REDENOR,"PONTE BORA, 24",PONTEVEDRA,ESPAÑA,42.4389754,-8.5921439,SI
REDES DAMIAN,C/FELIX OZZAMIS 34,CANGAS,ESPAÑA,42.26391,-8.77725,SI
REFORVI MANTENIMIENTOS,"VALO, Nº14",BORA,ESPAÑA,40.46366700000001,-3.74922,SI
REGINO LLORENTE,"PLAZA DEL SEXMO, 8",ESCARABAJOSA DE CABEZAS,ESPAÑA,41.10489,-4.19285,SI
REHABITA,"LG. PIOLLA, 48 LEREZ",PONTEVEDRA,ESPAÑA,42.4542775,-8.6238487,SI
RELVA PURA,"AVENIDA DO MAR, Nº132",VERDIZELA,PORTUGAL,38.585813,-9.1665238,SI
REME,"RUA DO TOLLO, 27 - GOIAN",TOMIÑO,ESPAÑA,41.9468849,-8.7718967,SI
"RESTAURANTE ADEGA REAL, LDA.","LARGO DO TERREIRO, 66",VILA NOVA DE CERVEIRA,PORTUGAL,41.9401517,-8.744242,SI
RESTAURANTE CASA CUÑA,"CASAL, 2 - SAN SALVADOR DE TEBRA",TOMIÑO,ESPAÑA,42.0323772,-8.7299265,SI
RESTAURANTE EL PINAL,EL CURBIELLU 27,PEON,ESPAÑA,43.4984685,-5.5626752,SI
RESTAURANTE LAS COLINAS,IGLESIA-STA.MARIA DE TEBRA,TOMIÑO,ESPAÑA,42.0420192,-8.7360393,SI
RESTAURANTE O RIZON,"PUENTE, 10(BAIONA)",BAREDO,ESPAÑA,42.1067582,-8.8742731,SI
REYES,"AVDA.SAAVEDRA MENESES,23-BAJO Nº1",PONTEDEUME,ESPAÑA,43.40763399999999,-8.1712343,SI
RIAGARDEN,"RUA DA MOTA, 35",GAFANIA DA ACUEN,PORTUGAL,40.6083115,-8.6876102,SI
RINCON VERDE AGROJARDIN,"C/.ARZOBISPO LAGO, 4",CORUÑA (A),ESPAÑA,43.364577,-8.4077799,SI
RITA ALEXANDRA DE OLIVEIRA,"TRAVESSA DO DRO, Nº11CONCELHO CANTANHEDE",CORDINHA,PORTUGAL,40.3381593,-8.5355511,SI
RITA PEREIRA ARTE FLORAL & DECORAÇAO,"R PORTINHOS, 34",AVEIRO,PORTUGAL,40.6183322,-8.5957756,SI
RITA VILLAR FLORISTA.,"C/TEIXUGUEIRA-BLOQUE, 14-LOCAL C",VIGO,ESPAÑA,42.2117667,-8.7547704,SI
RIVERA,"C/. SILIO, 4-LOCAL COMERCIAL RIVERA",VALLADOLID,ESPAÑA,41.64990530000001,-4.71383,SI
ROBERTO AMIL,"LEIRADO MEDONS, 20B",SALVATERRA DE MIÑO,ESPAÑA,42.1260816,-8.4524928,SI
ROBERTO PAISAJISMO,"C/. ANTONIO PEDREIRA RIOS, 25 B-C",CORUÑA,ESPAÑA,43.36470240000001,-8.4248514,SI
ROCAS GRANITICAS DEL CONDADO,"C/. VICTORIANO PEREZ VIDAL, 47APDO. 268",SALCEDA DE CASELAS,ESPAÑA,42.1051768,-8.561662,SI
ROCIO (ACCESORIOS),"TERCER TRANSVERSAL BALIÑOS, N5A SALCIDOS",A GUARDA,ESPAÑA,41.9035918,-8.8555454,SI
ROCIO (MOS),"CAMIÑO DA FONTIÑA, 1ºAPETELOS-VEIGADAÑA",MOS,ESPAÑA,42.1801238,-8.6204712,SI
ROCIO (OFICINA),"PAZO, 46-TABORDA",TOMIÑO,ESPAÑA,42.0100981,-8.7128257,SI
ROCIO ALVAREZ,CAMINO DEL PIELGU 993-112,QUINTES,ESPAÑA,43.5307345,-5.543119,SI
RODRIGO,"RUA ALCALDE FOLLA YORDI 20, LOCAL",A CORUÑA,ESPAÑA,43.3744445,-8.3977354,SI
RODRIGO VILA,"CALLE OLMEDO, 6(URB. FUENTE DEL FRESNO)",SAN SEBASTIAN DE LOS REYES,ESPAÑA,40.5838685,-3.5902774,SI
"RODRIGUEZ GONZALEZ, FATIMA","TABORDA - PAZO, 1",TABORDA,ESPAÑA,42.0100981,-8.7128257,SI
RODRIGUEZ LAGARES,A LONGUEIRA Nº25,BERGONDO,ESPAÑA,43.32348289999999,-8.2419672,SI
ROMAN ALONSO,"BARRIO DA IGLESIA, 6-A-STA. MARIA DE TEBRA",TOMIÑO,ESPAÑA,42.0422526,-8.7394762,SI
ROMARI HIJA,"C/.MARIN, 27-BAJO",BUEU,ESPAÑA,42.3280356,-8.779795199999999,SI
"ROMERO RODRIGUEZ, ANGEL",C/.ARENAL Nº 58-60 PISO 9ºD,VIGO,ESPAÑA,42.24059889999999,-8.7207268,SI
ROSA DO SAMEIRO,"AVDA. DA NACIONAL, 190",MOURE VILAVERDE,PORTUGAL,41.6427475,-8.4923816,SI
ROSA FLOR,TRUPURISMO,MONÇAO,PORTUGAL,42.0768602,-8.480910999999999,SI
ROSA MARIA LOURENÇO AFONSO,ESTRADA MUNICIPAL Nº530,GONDAR,PORTUGAL,41.822376,-8.7748041,SI
ROSA VALLS FORMACIO,CANA INFANTA 20/22 ESC.B.2.4,LLOBREGAT,ESPAÑA,41.78947209898794,1.98842895009732,SI
ROSALIE BLOOMS,"AVDA. LUIS GARCIA CERECEDA, 3",POZUELO DE ALARCON,ESPAÑA,40.40399379999999,-3.7930408,SI
ROSAS A JULIETA,"CALLE ERREMEDIO, 54 BAJO",BERMEO,ESPAÑA,43.4197403,-2.7252072,SI
ROSAS DE SEVILLA,"CARRETERA N IV KM 567,2",SEVILLA,ESPAÑA,37.3231703,-5.9685087,SI
ROSE,"SAN ROQUE, 171",LUGO,ESPAÑA,43.0036718,-7.5504395,SI
ROSETAS FLORES Y PLANTAS,"AVENIDA CARLOS SOLER, 66",MUTXAMEL,ESPAÑA,38.4159455,-0.4450838,SI
ROSI FLORISTAS,"MAYOR, 39",SANTA CRUZ DE LA ZARZA,ESPAÑA,39.9810073,-3.1888765,SI
ROSMARI FLORES,"AVDA. CONSTITUCION, 52",SAHAGUN,ESPAÑA,42.3709684,-5.028388899999999,SI
ROSSI FLORAL DESIGN,"RUA FONSECA CARDOSO Nº106 1 DTOFREGUESIA ILDEFONSO, SÉ,MIRAGAIA,NICOLAU,VITORIA",PORTO,PORTUGAL,41.1560902,-8.609228,SI
ROUSER,C/. A CACHADA Nº12,ROSAL (O),ESPAÑA,41.9372462,-8.836373,SI
ROUTVIGO,"POL.IND.BEIGADAÑA  - AMIL DA LAGOA, 11-13 NAVE, 2",MOS,ESPAÑA,42.16849999999999,-8.661265,SI
ROYMAR FLORISTAS,AVDA.JESUS GARCIA NAVEIRA 16-18 - 2ºIZQ.,BETANZOS,ESPAÑA,43.27789,-8.2120375,SI
RUBEN  ARZUA,BUXACOS,ARZUA,ESPAÑA,42.9200941,-8.1603898,SI
RUBEN RODRIGUEZ,"LUGAR DE PIÑEIRA, 116XINZO DE LIMIA",PIÑEIRA SECA,ESPAÑA,42.0890613,-7.632435,SI
RUBERFLOR,"AVDA. CONSTITUCION, 3",MOREDA DE ALLER,ESPAÑA,43.1683047,-5.7375482,SI
RUI DIAS (EMPLEADO),"RUA MAJOR TEIXEIRA PINTO, 104",V.N. DE GAIA,PORTUGAL,41.1022304,-8.6199777,SI
RUTH FARIA FOTOGRAFIA,"RUA ELDUAYEN, 18 BAJO",VIGO,ESPAÑA,42.23792400000001,-8.7275561,SI
RYG FLORISTAS,"FERIA PUERTO LUMBRERAS, 265",MURCIA,ESPAÑA,37.561529,-1.8141808,SI
SA FLORISTERIA,"C/. PORTELL, 3A",SANTANYI,ESPAÑA,39.3538578,3.1289271,SI
SA GESECO,"C/TEIXUGEIRAS, Nº13 PORTAL 4, OFICINA 5",SAN PAIO DE NAVIA,ESPAÑA,42.2117667,-8.7547704,SI
SABANAH,"RUA CASTAÑAL, 10 -E LOCAL COMERCIAL 0003",PONTEAREAS,ESPAÑA,42.1744786,-8.5013358,SI
SABANAH (NO USAR),"RUA CASTAÑAL, 10 - E LOCAL COMERCIAL 0003",PONTEAREAS,ESPAÑA,42.1744786,-8.5013358,SI
SABRA EXCOTICS,"ACHTERWEG, 49",PP DE KWAKEL,PAISES BAJOS (HOLANDA),52.2260295,4.7564746,SI
SAEZ PAYO,"AVDA. ASTURIAS, 105",PALENCIA,ESPAÑA,42.0249246,-4.5489885,SI
SAFTEC,MEDARDO SILVA S4-186 CUMBAYA,QUITO,ECUADOR,-0.2040219,-78.44184570000002,SI
SAGRADO CORAZON,"C/.ANTONIO VAZQUEZ NUÑEZ, 5",OURENSE,ESPAÑA,42.3293206,-7.8712154,SI
SALA VIP VIGO,"CL.ARZOBISPO LOACES, 3",ALICANTE,ESPAÑA,38.3410494,-0.4880207,SI
SALIENDO DEL TIESTO,"CTRA. BAJADA BAO, 75",VIGO,ESPAÑA,42.259454,-8.6736388,SI
SALIPLANT SEMILLEROS,"ALONSO DE MONROY, 1",CARCHUNA,ESPAÑA,36.7014076,-3.4448669,SI
SALON DES FLEURS,"AVENIDA DEL VALLE, 38",MADRID,ESPAÑA,40.4437542,-3.718213,SI
SALVIA JARDINERIA,"C/VICTOR GARCIA DE LA CONCHA, 6 3ºD",VILLAVICIOSA,ESPAÑA,43.48304210000001,-5.434080199999999,SI
SAMUEL,"C/GONDOMAR, 8 (IZQ.)",TOMIÑO,ESPAÑA,41.9939303,-8.742102,SI
SAN JORGE DECORACION VERDE,"C/. EMBAJADORES, 31",MADRID,ESPAÑA,40.4086436,-3.7047569,SI
SANCHEZ TORRES GERARDO,RUA SOBREIRO Nº 12,CAMBADOS,ESPAÑA,42.5167785,-8.8124273,SI
SANDALO,"C/. ALCAZAR DE TOLEDO, Nº1 BAJO B",MAGAN,ESPAÑA,39.9610394,-3.9317282,SI
SANDRA FLORISTAS,"C/GENERAL SHELLY, 16",VALLADOLID,ESPAÑA,41.635617,-4.722813200000001,SI
SANDRA MARIA RODRIGUES PEREIRA,PORTA 14 - LUGAR DE MIUDAL,VERDOEJO,PORTUGAL,40.96137,-8.1585729,SI
SANIDEZA,"CALLE B, 54 BAJO",LALIN,ESPAÑA,42.6632379,-8.1111439,SI
SANIPLANT SAUDE VEXETAL,"AVDA. VILAGARCIA, Nº56 BAJO",CAMBADOS,ESPAÑA,42.5217492,-8.8128292,SI
SANTA CRISTINA DA RAMALLOSA,C/. PUENTE ROMANO Nº17,SABARIS-BAIONA,ESPAÑA,42.1117837,-8.814432499999999,SI
SANTA CRISTINA FLORISTERIA,A MIÑOTEIRA - VALEIXE,A CAÑIZA,ESPAÑA,42.169725,-8.27395,SI
SANTA MARIA FLORISTAS,"AVDA.DOCTOR FLEMING, 9 BAJO",LEON,ESPAÑA,42.5996147,-5.5855331,SI
SANTA MARIÑA,"AVDA. BUENOS ARIES, 111 BAJO",OURENSE,ESPAÑA,42.3424504,-7.8555547,SI
SANTA PATERNA,LUGAR CARBALLEIRA Nº8AARNOIS,A ESTRADA,ESPAÑA,42.7637675,-8.3970031,SI
SANTIAGO,"BARRIO DE BRAGA, 23 - DONAS",DONAS - GONDOMAR,ESPAÑA,42.0998544,-8.789795600000001,SI
SARA,AVENIDA DE GALICIA 31 ESCALERA C 5A,OVIEDO,ESPAÑA,43.360372,-5.8599027,SI
SARL L'HORTICULTEUR,65 FAUBOURG DE MENIL				,LUNEVILLE,FRANCIA,48.5836555,6.492943100000001,SI
SAS ARTHAUD,Nº2 CHEMIN DES SERRES,MOURS ST EUSEBE,FRANCIA,45.0666408,5.0629065,SI
SAS MOINET ET FILS,296 ROUTE D'AIFFRES,NIORT,FRANCIA,46.307993,-0.4451763,SI
SAS SOCIETE HORTICOLE BALDECK,ZONE HORTICOLE CERNAY,CERNAY - HAUT - RHIN,FRANCIA,47.80712399999999,7.176532000000001,SI
SAUCE LLORONA,"Avenida Gran Canaria, 6, 2 izda",A Coruña,ESPAÑA,43.3716264,-8.422207499999999,SI
SAUL (EMPLEADO),"BARRIO IGLESIA, 35SANTA MARIA DE TEBRA",TOMIÑO,ESPAÑA,42.0422526,-8.7394762,SI
SCAPARATE,"RUA BUENOS AIRES, Nº10",TOMIÑO,ESPAÑA,41.9916587,-8.7445631,SI
SECUNDINO,"C/SAN MARTIN BORREIROS, 25",GONDOMAR,ESPAÑA,42.1053674,-8.8118694,SI
SEDEGA,RUA SANTIAGO N 2 - BAIXO,NARON,ESPAÑA,43.5083343,-8.1834326,SI
SEGURA GARDEN,"C/. PARROCO CRISTOBAL MORENO MAGAÑA, 8",VILLACARRILO,ESPAÑA,38.1201672,-3.0702401,SI
SELECTO HOGAR,"C/. ERVEDELO, 23",ERVEDELO (OURENSE),ESPAÑA,42.3393556,-7.869618000000001,SI
SEMBRANDO GIRASOLES,"LUGAR TALIDE, Nº3",MEIS,ESPAÑA,42.5040342,-8.7367598,SI
SEMENTA,AVDA. OZA 151-BAJO,CORUÑA (A),ESPAÑA,43.3525982,-8.3891409,SI
SEMENTE XARDINERIA,"AVDA CAMELIAS, Nº 70 - 5ºE",VIGO,ESPAÑA,42.2283972,-8.7307969,SI
SEMILLAS MARCOS,"C/ SAN JUSTO, Nº33",SALAMANCA,ESPAÑA,40.9633151,-5.6623262,SI
SEMILLAS PATRI CABALLERO,"CURUXEIRAS, 5",REBORDANES-TUI,ESPAÑA,42.0642819,-8.639604,SI
SEMILLERO SEGASAPLANT,CTRA.SAN JOSE KM 6.2 PJE.NAZARENO,SAN ISIDRO DE NIJAR,ESPAÑA,36.8155569,-2.2247083,SI
SEMILLEROS ALVAREZ,"C/. SERRANOS, 4",RECAS,ESPAÑA,40.0492233,-3.9894957,SI
SEMILLEROS BONIELLES,"BONIELLES, 3",LLANERA,ESPAÑA,43.4536014,-5.906245999999999,SI
SEMILLEROS EXAGAL,"FLORINDA CHICO, 29",DON BENITO,ESPAÑA,38.9633883,-5.862868,SI
SEMILLEROS FERYBEL,"CTRA.HUERCAL-OVERAL, 24",PULPI,ESPAÑA,37.4069881,-1.7501679,SI
SEMILLEROS LA CAÑADA,"PARAJE EL CAMPILLO, S/N",GERGAL,ESPAÑA,37.1181546,-2.5414607,SI
SEMILLEROS LA PALMA,"APARTADO DE CORREOS, 25",VELEZ,ESPAÑA,36.7798942,-4.100544999999999,SI
SEMILLEROS TARQUINALES,"PARAJE LOS SÁEZ DE TARQUINALES, S/NAPARTADO DE CORREOS 302",SAN JAVIER,ESPAÑA,37.8344277,-0.8771293,SI
SEMOLA,"CARRETERA PEINADOR-REDONDELA, KM.6MILLARADA, 61",VILLAR DE INFESTA,ESPAÑA,42.2328247,-8.6345912,SI
SENTIDOS FLORES CON ALMA,"CALLE PIROTECNICO GORI, 8",MISLATA,ESPAÑA,39.47960339999999,-0.4191609,SI
SERAFIN,"XINZO - PORTELA, 23",PONTEAREAS,ESPAÑA,42.175733,-8.454322,SI
SERENITY GARDEN & EVENTS,"AV. DE  LES ALEGRIES, 92",LLORET DE MAR,ESPAÑA,41.715624,2.8306405,SI
